id,label
1603,Golosinas y Chocolates
1604,Cervezas
1605,Golosinas y Chocolates
1606,Cervezas
1607,Aceites y Vinagres
1608,Leches
1609,Vino
1610,Leches
1611,Vino
1612,Yogures
1613,Quesos
1614,Aceites y Vinagres
1615,Yogures
1616,Aderezos
1617,Yogures
1618,Vino
1619,Yogures
1620,Jugos
1621,Vino
1622,Golosinas y Chocolates
1623,Cervezas
1624,Golosinas y Chocolates
1625,Quesos
1626,Quesos
1627,Yogures
1628,Vinos
1629,Aguas
1630,Quesos
1631,Vino
1632,Aderezos
1633,Aguas
1634,Golosinas y Chocolates
1635,Golosinas y Chocolates
1636,Jugos
1637,Quesos
1638,Salchichas
1639,Vino
1640,Vino
1641,Golosinas y Chocolates
1642,Golosinas y Chocolates
1643,Golosinas y Chocolates
1644,Jugos
1645,Golosinas y Chocolates
1646,Aguas
1647,Jugos
1648,Vino
1649,Whiskies
1650,Leches
1651,Cervezas
1652,Golosinas y Chocolates
1653,Golosinas y Chocolates
1654,Vino
1655,Whiskies
1656,Whiskies
1657,Cervezas
1658,Golosinas y Chocolates
1659,Vino
1660,Aceites y Vinagres
1661,Quesos
1662,Vino
1663,Vino
1664,Jugos
1665,Quesos
1666,Vino
1667,Aceites y Vinagres
1668,Fiambres
1669,Champagnes
1670,Jugos
1671,Aguas
1672,Golosinas y Chocolates
1673,Champagnes
1674,Vino
1675,Cervezas
1676,Panificados
1677,Leches
1678,Golosinas y Chocolates
1679,Quesos
1680,Vino
1681,Vino
1682,Champagnes
1683,Aceites y Vinagres
1684,Yogures
1685,Vino
1686,Jugos
1687,Fiambres
1688,Vino
1689,Golosinas y Chocolates
1690,Cervezas
1691,Cervezas
1692,Golosinas y Chocolates
1693,Quesos
1694,Cervezas
1695,Quesos
1696,Quesos
1697,Jugos
1698,Aceites y Vinagres
1699,Golosinas y Chocolates
1700,Golosinas y Chocolates
1701,Golosinas y Chocolates
1702,Aceites y Vinagres
1703,Fiambres
1704,Vino
1705,Jugos
1706,Vino
1707,Yogures
1708,Quesos
1709,Aderezos
1710,Panificados
1711,Quesos
1712,Vino
1713,Vino
1714,Vino
1715,Vino
1716,Fiambres
1717,Quesos
1718,Jugos
1719,Aderezos
1720,Quesos
1721,Vino
1722,Jugos
1723,Jugos
1724,Golosinas y Chocolates
1725,Aderezos
1726,Golosinas y Chocolates
1727,Golosinas y Chocolates
1728,Aderezos
1729,Aderezos
1730,Quesos
1731,Vino
1732,Panificados
1733,Vino
1734,Golosinas y Chocolates
1735,Aderezos
1736,Aderezos
1737,Aceites y Vinagres
1738,Vino
1739,Golosinas y Chocolates
1740,Aderezos
1741,Quesos
1742,Jugos
1743,Golosinas y Chocolates
1744,Champagnes
1745,Cervezas
1746,Aderezos
1747,Vino
1748,Golosinas y Chocolates
1749,Golosinas y Chocolates
1750,Aderezos
1751,Cervezas
1752,Cervezas
1753,Golosinas y Chocolates
1754,Quesos
1755,Jugos
1756,Aceites y Vinagres
1757,Jugos
1758,Vinos
1759,Aceites y Vinagres
1760,Leches
1761,Panificados
1762,Vino
1763,Jugos
1764,Vino
1765,Leches
1766,Jugos
1767,Aderezos
1768,Cervezas
1769,Vino
1770,Cervezas
1771,Yogures
1772,Salchichas
1773,Champagnes
1774,Vino
1775,Jugos
1776,Vino
1777,Panificados
1778,Cervezas
1779,Jugos
1780,Golosinas y Chocolates
1781,Aceites y Vinagres
1782,Salchichas
1783,Vino
1784,Panificados
1785,Vino
1786,Aguas
1787,Yogures
1788,Quesos
1789,Jugos
1790,Yogures
1791,Golosinas y Chocolates
1792,Jugos
1793,Yogures
1794,Yogures
1795,Golosinas y Chocolates
1796,Fiambres
1797,Golosinas y Chocolates
1798,Cervezas
1799,Fiambres
1800,Golosinas y Chocolates
1801,Cervezas
1802,Golosinas y Chocolates
1803,Cervezas
1804,Vino
1805,Golosinas y Chocolates
1806,Aderezos
1807,Vino
1808,Leches
1809,Jugos
1810,Golosinas y Chocolates
1811,Cervezas
1812,Jugos
1813,Vino
1814,Quesos
1815,Vino
1816,Aderezos
1817,Cervezas
1818,Aguas
1819,Aderezos
1820,Vino
1821,Jugos
1822,Quesos
1823,Aderezos
1824,Vino
1825,Leches
1826,Salchichas
1827,Golosinas y Chocolates
1828,Jugos
1829,Vino
1830,Leches
1831,Cervezas
1832,Vino
1833,Golosinas y Chocolates
1834,Golosinas y Chocolates
1835,Jugos
1836,Vino
1837,Yogures
1838,Whiskies
1839,Quesos
1840,Cervezas
1841,Yogures
1842,Golosinas y Chocolates
1843,Quesos
1844,Champagnes
1845,Yogures
1846,Golosinas y Chocolates
1847,Vino
1848,Jugos
1849,Cervezas
1850,Golosinas y Chocolates
1851,Panificados
1852,Quesos
1853,Jugos
1854,Vino
1855,Yogures
1856,Quesos
1857,Vino
1858,Quesos
1859,Cervezas
1860,Golosinas y Chocolates
1861,Aceites y Vinagres
1862,Vino
1863,Salchichas
1864,Leches
1865,Cervezas
1866,Cervezas
1867,Quesos
1868,Whiskies
1869,Quesos
1870,Aderezos
1871,Champagnes
1872,Panificados
1873,Vino
1874,Vino
1875,Cervezas
1876,Yogures
1877,Aderezos
1878,Golosinas y Chocolates
1879,Vino
1880,Vino
1881,Aderezos
1882,Aderezos
1883,Aguas
1884,Aceites y Vinagres
1885,Cervezas
1886,Vino
1887,Golosinas y Chocolates
1888,Quesos
1889,Vino
1890,Leches
1891,Aderezos
1892,Quesos
1893,Vino
1894,Quesos
1895,Vino
1896,Aguas
1897,Vino
1898,Golosinas y Chocolates
1899,Golosinas y Chocolates
1900,Golosinas y Chocolates
1901,Vino
1902,Golosinas y Chocolates
1903,Quesos
1904,Golosinas y Chocolates
1905,Leches
1906,Leches
1907,Aguas
1908,Vino
1909,Golosinas y Chocolates
1910,Yogures
1911,Aguas
1912,Jugos
1913,Cervezas
1914,Vino
1915,Vino
1916,Champagnes
1917,Golosinas y Chocolates
1918,Jugos
1919,Yogures
1920,Aceites y Vinagres
1921,Aceites y Vinagres
1922,Vino
1923,Cervezas
1924,Vino
1925,Jugos
1926,Golosinas y Chocolates
1927,Vino
1928,Vino
1929,Vino
1930,Jugos
1931,Golosinas y Chocolates
1932,Yogures
1933,Golosinas y Chocolates
1934,Golosinas y Chocolates
1935,Golosinas y Chocolates
1936,Aguas
1937,Vino
1938,Jugos
1939,Jugos
1940,Yogures
1941,Golosinas y Chocolates
1942,Aderezos
1943,Yogures
1944,Aceites y Vinagres
1945,Yogures
1946,Leches
1947,Jugos
1948,Leches
1949,Golosinas y Chocolates
1950,Golosinas y Chocolates
1951,Aguas
1952,Golosinas y Chocolates
1953,Golosinas y Chocolates
1954,Vino
1955,Fiambres
1956,Quesos
1957,Quesos
1958,Quesos
1959,Jugos
1960,Aderezos
1961,Jugos
1962,Panificados
1963,Leches
1964,Golosinas y Chocolates
1965,Yogures
1966,Golosinas y Chocolates
1967,Vino
1968,Yogures
1969,Golosinas y Chocolates
1970,Cervezas
1971,Vino
1972,Champagnes
1973,Aguas
1974,Aceites y Vinagres
1975,Golosinas y Chocolates
1976,Aderezos
1977,Vinos
1978,Aderezos
1979,Aguas
1980,Quesos
1981,Vino
1982,Vino
1983,Cervezas
1984,Aguas
1985,Golosinas y Chocolates
1986,Quesos
1987,Golosinas y Chocolates
1988,Vino
1989,Vino
1990,Jugos
1991,Cervezas
1992,Aguas
1993,Golosinas y Chocolates
1994,Vino
1995,Jugos
1996,Jugos
1997,Quesos
1998,Cervezas
1999,Vino
2000,Jugos
2001,Champagnes
2002,Vino
2003,Vino
2004,Vino
2005,Aguas
2006,Golosinas y Chocolates
2007,Yogures
2008,Quesos
2009,Jugos
2010,Cervezas
2011,Vino
2012,Vino
2013,Jugos
2014,Golosinas y Chocolates
2015,Golosinas y Chocolates
2016,Yogures
2017,Vino
2018,Quesos
2019,Aderezos
2020,Aguas
2021,Vino
2022,Vino
2023,Aguas
2024,Golosinas y Chocolates
2025,Leches
2026,Vino
2027,Cervezas
2028,Leches
2029,Jugos
2030,Jugos
2031,Vino
2032,Yogures
2033,Whiskies
2034,Aceites y Vinagres
2035,Aguas
2036,Quesos
2037,Aderezos
2038,Vino
2039,Quesos
2040,Vino
2041,Vino
2042,Panificados
2043,Cervezas
2044,Jugos
2045,Golosinas y Chocolates
2046,Leches
2047,Golosinas y Chocolates
2048,Vino
2049,Golosinas y Chocolates
2050,Fiambres
2051,Quesos
2052,Vino
2053,Panificados
2054,Vino
2055,Champagnes
2056,Aceites y Vinagres
2057,Golosinas y Chocolates
2058,Cervezas
2059,Jugos
2060,Golosinas y Chocolates
2061,Panificados
2062,Salchichas
2063,Jugos
2064,Jugos
2065,Golosinas y Chocolates
2066,Aderezos
2067,Quesos
2068,Vino
2069,Vino
2070,Golosinas y Chocolates
2071,Aceites y Vinagres
2072,Vino
2073,Vino
2074,Champagnes
2075,Aceites y Vinagres
2076,Aderezos
2077,Quesos
2078,Jugos
2079,Vino
2080,Cervezas
2081,Golosinas y Chocolates
2082,Jugos
2083,Vino
2084,Vino
2085,Aceites y Vinagres
2086,Vino
2087,Salchichas
2088,NA
2089,Vino
2090,Fiambres
2091,Vino
2092,Jugos
2093,Champagnes
2094,Yogures
2095,Salchichas
2096,Aguas
2097,Jugos
2098,Aceites y Vinagres
2099,Vino
2100,Vino
2101,Fiambres
2102,Quesos
2103,Vino
2104,Aceites y Vinagres
2105,Golosinas y Chocolates
2106,Jugos
2107,Golosinas y Chocolates
2108,Vino
2109,Leches
2110,Leches
2111,Yogures
2112,Vinos
2113,Aderezos
2114,Jugos
2115,Golosinas y Chocolates
2116,Aceites y Vinagres
2117,Cervezas
2118,Golosinas y Chocolates
2119,Vino
2120,Golosinas y Chocolates
2121,Whiskies
2122,Quesos
2123,Vino
2124,Vinos
2125,Quesos
2126,Golosinas y Chocolates
2127,Quesos
2128,Fiambres
2129,Yogures
2130,Golosinas y Chocolates
2131,Jugos
2132,Jugos
2133,Champagnes
2134,Leches
2135,Golosinas y Chocolates
2136,Vino
2137,Vino
2138,Vino
2139,Golosinas y Chocolates
2140,Quesos
2141,Yogures
2142,Quesos
2143,Quesos
2144,Champagnes
2145,Golosinas y Chocolates
2146,Aguas
2147,Vino
2148,Leches
2149,Jugos
2150,Aderezos
2151,Vino
2152,Vinos
2153,Jugos
2154,Aderezos
2155,Vino
2156,Salchichas
2157,Aguas
2158,Quesos
2159,Golosinas y Chocolates
2160,Aderezos
2161,Vino
2162,Yogures
2163,Golosinas y Chocolates
2164,Vino
2165,Jugos
2166,Leches
2167,Golosinas y Chocolates
2168,Salchichas
2169,Golosinas y Chocolates
2170,Golosinas y Chocolates
2171,Golosinas y Chocolates
2172,Vino
2173,Vino
2174,Golosinas y Chocolates
2175,Quesos
2176,Whiskies
2177,Vino
2178,Aceites y Vinagres
2179,Yogures
2180,Vino
2181,Quesos
2182,Vino
2183,Aceites y Vinagres
2184,Golosinas y Chocolates
2185,Yogures
2186,Panificados
2187,Jugos
2188,Leches
2189,Vino
2190,Cervezas
2191,Cervezas
2192,Quesos
2193,Golosinas y Chocolates
2194,Salchichas
2195,Golosinas y Chocolates
2196,Vino
2197,Jugos
2198,Cervezas
2199,Aguas
2200,Golosinas y Chocolates
2201,Golosinas y Chocolates
2202,Yogures
2203,Vino
2204,Quesos
2205,Salchichas
2206,Quesos
2207,Aceites y Vinagres
2208,Jugos
2209,Aguas
2210,Leches
2211,Panificados
2212,Quesos
2213,Jugos
2214,Yogures
2215,Panificados
2216,Golosinas y Chocolates
2217,Leches
2218,Jugos
2219,Cervezas
2220,Panificados
2221,Aceites y Vinagres
2222,Aguas
2223,Aguas
2224,Golosinas y Chocolates
2225,Cervezas
2226,Vino
2227,Aguas
2228,Aceites y Vinagres
2229,Panificados
2230,Aceites y Vinagres
2231,Cervezas
2232,Vino
2233,Quesos
2234,Golosinas y Chocolates
2235,Cervezas
2236,Vino
2237,Leches
2238,Leches
2239,Champagnes
2240,Champagnes
2241,Golosinas y Chocolates
2242,Golosinas y Chocolates
2243,Golosinas y Chocolates
2244,Vino
2245,Vino
2246,Cervezas
2247,Vino
2248,Panificados
2249,Vino
2250,Cervezas
2251,Vino
2252,Jugos
2253,Leches
2254,Golosinas y Chocolates
2255,Aderezos
2256,Vino
2257,Panificados
2258,Aguas
2259,Yogures
2260,Quesos
2261,Fiambres
2262,Golosinas y Chocolates
2263,Aceites y Vinagres
2264,Aderezos
2265,Vino
2266,Aderezos
2267,Golosinas y Chocolates
2268,Golosinas y Chocolates
2269,Cervezas
2270,Vino
2271,Champagnes
2272,Vino
2273,Yogures
2274,Vino
2275,Cervezas
2276,Golosinas y Chocolates
2277,Cervezas
2278,Jugos
2279,Golosinas y Chocolates
2280,Jugos
2281,Yogures
2282,Aguas
2283,Aderezos
2284,Aderezos
2285,Vino
2286,Golosinas y Chocolates
2287,Quesos
2288,Quesos
2289,Vino
2290,Golosinas y Chocolates
2291,Jugos
2292,Golosinas y Chocolates
2293,Champagnes
2294,Vino
2295,Vino
2296,Champagnes
2297,Vino
2298,Aguas
2299,Panificados
2300,Aguas
2301,Vino
2302,Golosinas y Chocolates
2303,Champagnes
2304,Quesos
2305,Cervezas
2306,Quesos
2307,Aceites y Vinagres
2308,Jugos
2309,Leches
2310,Golosinas y Chocolates
2311,Vino
2312,Yogures
2313,Jugos
2314,Quesos
2315,Aguas
2316,Golosinas y Chocolates
2317,Panificados
2318,Vino
2319,Vino
2320,Salchichas
2321,Cervezas
2322,Champagnes
2323,Leches
2324,Golosinas y Chocolates
2325,Vino
2326,Aderezos
2327,Golosinas y Chocolates
2328,Quesos
2329,Yogures
2330,Yogures
2331,Jugos
2332,Aguas
2333,Golosinas y Chocolates
2334,Yogures
2335,Aguas
2336,Vino
2337,Vino
2338,Aderezos
2339,Aderezos
2340,Aderezos
2341,Leches
2342,Golosinas y Chocolates
2343,Aceites y Vinagres
2344,Cervezas
2345,Panificados
2346,Yogures
2347,Vinos
2348,Cervezas
2349,Vino
2350,Aderezos
2351,Aderezos
2352,Quesos
2353,Jugos
2354,Vino
2355,Cervezas
2356,Aguas
2357,Leches
2358,Golosinas y Chocolates
2359,Jugos
2360,Quesos
2361,Vino
2362,Yogures
2363,Yogures
2364,Cervezas
2365,Panificados
2366,Golosinas y Chocolates
2367,Yogures
2368,Golosinas y Chocolates
2369,Aderezos
2370,Fiambres
2371,Panificados
2372,Jugos
2373,Jugos
2374,Quesos
2375,Jugos
2376,Quesos
2377,Vino
2378,Golosinas y Chocolates
2379,Vinos
2380,Golosinas y Chocolates
2381,Cervezas
2382,Golosinas y Chocolates
2383,Salchichas
2384,Vino
2385,Salchichas
2386,Vino
2387,Quesos
2388,Panificados
2389,Vino
2390,Vino
2391,Quesos
2392,Aceites y Vinagres
2393,Cervezas
2394,Yogures
2395,Golosinas y Chocolates
2396,Salchichas
2397,Aderezos
2398,Aderezos
2399,Golosinas y Chocolates
2400,Golosinas y Chocolates
2401,Vino
2402,Aguas
2403,Aguas
2404,Jugos
2405,Golosinas y Chocolates
2406,Jugos
2407,Golosinas y Chocolates
2408,Aguas
2409,Vino
2410,Vino
2411,Yogures
2412,Vino
2413,Quesos
2414,Panificados
2415,Cervezas
2416,Vino
2417,Cervezas
2418,Panificados
2419,Whiskies
2420,Leches
2421,Salchichas
2422,Golosinas y Chocolates
2423,Whiskies
2424,Aguas
2425,Yogures
2426,NA
2427,Yogures
2428,Vino
2429,Aguas
2430,Fiambres
2431,Jugos
2432,Vino
2433,Aguas
2434,Vino
2435,Golosinas y Chocolates
2436,Jugos
2437,Golosinas y Chocolates
2438,Vino
2439,Quesos
2440,Vino
2441,Golosinas y Chocolates
2442,Quesos
2443,Quesos
2444,Fiambres
2445,Golosinas y Chocolates
2446,Vino
2447,Golosinas y Chocolates
2448,Aderezos
2449,Jugos
2450,Golosinas y Chocolates
2451,Vino
2452,Jugos
2453,Yogures
2454,Salchichas
2455,Cervezas
2456,Aderezos
2457,Aguas
2458,Leches
2459,Fiambres
2460,Aderezos
2461,Fiambres
2462,Vino
2463,Vino
2464,Salchichas
2465,Jugos
2466,Leches
2467,Vino
2468,Vino
2469,Aceites y Vinagres
2470,Jugos
2471,Vinos
2472,Vino
2473,Panificados
2474,Golosinas y Chocolates
2475,Jugos
2476,Jugos
2477,Jugos
2478,Quesos
2479,Aceites y Vinagres
2480,Yogures
2481,Leches
2482,Yogures
2483,Jugos
2484,Champagnes
2485,Aceites y Vinagres
2486,Aguas
2487,Vino
2488,Vino
2489,Quesos
2490,Vino
2491,Quesos
2492,Vino
2493,Vino
2494,Aguas
2495,Vino
2496,Quesos
2497,Aderezos
2498,Champagnes
2499,Cervezas
2500,Golosinas y Chocolates
2501,Vino
2502,Vino
2503,Quesos
2504,Golosinas y Chocolates
2505,Vino
2506,Vino
2507,Golosinas y Chocolates
2508,Vino
2509,Yogures
2510,Cervezas
2511,Aguas
2512,Champagnes
2513,Yogures
2514,Quesos
2515,Aguas
2516,Jugos
2517,Golosinas y Chocolates
2518,Fiambres
2519,Aceites y Vinagres
2520,Jugos
2521,Aderezos
2522,Aguas
2523,Jugos
2524,Golosinas y Chocolates
2525,Vino
2526,Jugos
2527,Panificados
2528,Golosinas y Chocolates
2529,Fiambres
2530,Quesos
2531,Aceites y Vinagres
2532,Aguas
2533,Golosinas y Chocolates
2534,Quesos
2535,Fiambres
2536,Cervezas
2537,Golosinas y Chocolates
2538,Jugos
2539,Vino
2540,Jugos
2541,Golosinas y Chocolates
2542,Vino
2543,Golosinas y Chocolates
2544,Yogures
2545,Golosinas y Chocolates
2546,Golosinas y Chocolates
2547,Golosinas y Chocolates
2548,Vino
2549,Vino
2550,Golosinas y Chocolates
2551,Vino
2552,Vino
2553,Aguas
2554,Golosinas y Chocolates
2555,Champagnes
2556,Quesos
2557,Vino
2558,Vino
2559,Golosinas y Chocolates
2560,Golosinas y Chocolates
2561,Aceites y Vinagres
2562,Salchichas
2563,Vino
2564,Vino
2565,Vino
2566,Vino
2567,Vino
2568,Aguas
2569,Cervezas
2570,Vino
2571,Aguas
2572,Panificados
2573,Quesos
2574,Vino
2575,Panificados
2576,Golosinas y Chocolates
2577,Whiskies
2578,Salchichas
2579,Quesos
2580,Leches
2581,Vino
2582,Cervezas
2583,Champagnes
2584,Jugos
2585,Quesos
2586,Fiambres
2587,Aceites y Vinagres
2588,Aguas
2589,Golosinas y Chocolates
2590,Yogures
2591,Quesos
2592,Golosinas y Chocolates
2593,Golosinas y Chocolates
2594,Yogures
2595,Cervezas
2596,Aguas
2597,Golosinas y Chocolates
2598,Vino
2599,Cervezas
2600,Yogures
2601,Jugos
2602,Cervezas
2603,Vino
2604,Golosinas y Chocolates
2605,Yogures
2606,Cervezas
2607,Quesos
2608,Quesos
2609,Yogures
2610,Cervezas
2611,Vino
2612,Leches
2613,Golosinas y Chocolates
2614,Aguas
2615,Quesos
2616,Jugos
2617,Vino
2618,Quesos
2619,Vino
2620,Fiambres
2621,Whiskies
2622,Golosinas y Chocolates
2623,Whiskies
2624,Aguas
2625,Golosinas y Chocolates
2626,Golosinas y Chocolates
2627,Golosinas y Chocolates
2628,Vino
2629,Cervezas
2630,Aceites y Vinagres
2631,Quesos
2632,Fiambres
2633,Quesos
2634,Aguas
2635,Golosinas y Chocolates
2636,Vino
2637,Champagnes
2638,Vino
2639,Jugos
2640,Golosinas y Chocolates
2641,Leches
2642,Quesos
2643,Vino
2644,Vino
2645,Champagnes
2646,Golosinas y Chocolates
2647,Golosinas y Chocolates
2648,Quesos
2649,Aceites y Vinagres
2650,Golosinas y Chocolates
2651,Yogures
2652,Golosinas y Chocolates
2653,Yogures
2654,Vino
2655,Vino
2656,Golosinas y Chocolates
2657,Yogures
2658,Vino
2659,Jugos
2660,Quesos
2661,Leches
2662,Vinos
2663,Quesos
2664,Panificados
2665,Jugos
2666,Yogures
2667,Golosinas y Chocolates
2668,Golosinas y Chocolates
2669,Golosinas y Chocolates
2670,Quesos
2671,Golosinas y Chocolates
2672,Jugos
2673,Salchichas
2674,Vino
2675,Cervezas
2676,Golosinas y Chocolates
2677,Vino
2678,Aguas
2679,Panificados
2680,Golosinas y Chocolates
2681,Fiambres
2682,Champagnes
2683,Cervezas
2684,Golosinas y Chocolates
2685,Golosinas y Chocolates
2686,Quesos
2687,Vino
2688,Aceites y Vinagres
2689,Vino
2690,Cervezas
2691,Aguas
2692,Vino
2693,Golosinas y Chocolates
2694,Quesos
2695,Golosinas y Chocolates
2696,Vino
2697,Aguas
2698,Jugos
2699,Vino
2700,NA
2701,Jugos
2702,Aguas
2703,Vino
2704,Quesos
2705,Aceites y Vinagres
2706,Vino
2707,Aderezos
2708,Jugos
2709,Jugos
2710,Golosinas y Chocolates
2711,Vino
2712,Aguas
2713,Vino
2714,Salchichas
2715,Vino
2716,Golosinas y Chocolates
2717,Jugos
2718,Golosinas y Chocolates
2719,Aguas
2720,Quesos
2721,Quesos
2722,Aderezos
2723,Yogures
2724,Vino
2725,Quesos
2726,Cervezas
2727,Cervezas
2728,Vino
2729,Cervezas
2730,Vino
2731,Golosinas y Chocolates
2732,Golosinas y Chocolates
2733,Vino
2734,Cervezas
2735,Panificados
2736,Quesos
2737,Jugos
2738,Golosinas y Chocolates
2739,Salchichas
2740,Salchichas
2741,Quesos
2742,Quesos
2743,Jugos
2744,Golosinas y Chocolates
2745,Yogures
2746,Vino
2747,Quesos
2748,Leches
2749,Quesos
2750,Aguas
2751,Golosinas y Chocolates
2752,Panificados
2753,Golosinas y Chocolates
2754,Quesos
2755,Vinos
2756,Quesos
2757,Golosinas y Chocolates
2758,Yogures
2759,Golosinas y Chocolates
2760,Yogures
2761,Golosinas y Chocolates
2762,Aceites y Vinagres
2763,Quesos
2764,Golosinas y Chocolates
2765,Quesos
2766,Golosinas y Chocolates
2767,Golosinas y Chocolates
2768,Quesos
2769,Aguas
2770,Whiskies
2771,Vino
2772,Cervezas
2773,Whiskies
2774,Vino
2775,Vino
2776,Quesos
2777,Golosinas y Chocolates
2778,Jugos
2779,Jugos
2780,Quesos
2781,Salchichas
2782,Aderezos
2783,Golosinas y Chocolates
2784,Aderezos
2785,Yogures
2786,Fiambres
2787,Jugos
2788,Vino
2789,Golosinas y Chocolates
2790,Jugos
2791,Yogures
2792,Aguas
2793,Aceites y Vinagres
2794,Golosinas y Chocolates
2795,Golosinas y Chocolates
2796,Leches
2797,Golosinas y Chocolates
2798,Golosinas y Chocolates
2799,Quesos
2800,Champagnes
2801,Vino
2802,Jugos
2803,Aguas
2804,Golosinas y Chocolates
2805,Yogures
2806,Golosinas y Chocolates
2807,Quesos
2808,NA
2809,Cervezas
2810,Golosinas y Chocolates
2811,Aderezos
2812,Cervezas
2813,Golosinas y Chocolates
2814,Fiambres
2815,Golosinas y Chocolates
2816,Aderezos
2817,Yogures
2818,Vino
2819,Aguas
2820,Golosinas y Chocolates
2821,Aderezos
2822,Vino
2823,Aguas
2824,Quesos
2825,Jugos
2826,Vino
2827,Leches
2828,Vino
2829,Aguas
2830,Vinos
2831,Aguas
2832,Aguas
2833,Jugos
2834,Whiskies
2835,Aguas
2836,Vino
2837,Vino
2838,Aderezos
2839,Aguas
2840,Vino
2841,Golosinas y Chocolates
2842,Golosinas y Chocolates
2843,Panificados
2844,Leches
2845,Aderezos
2846,Aguas
2847,Vino
2848,Golosinas y Chocolates
2849,Quesos
2850,Vino
2851,Golosinas y Chocolates
2852,NA
2853,Golosinas y Chocolates
2854,Panificados
2855,Yogures
2856,Vino
2857,Yogures
2858,Champagnes
2859,Cervezas
2860,Jugos
2861,Quesos
2862,Golosinas y Chocolates
2863,Aderezos
2864,Quesos
2865,Quesos
2866,Yogures
2867,Quesos
2868,Leches
2869,Quesos
2870,Jugos
2871,Golosinas y Chocolates
2872,Yogures
2873,Golosinas y Chocolates
2874,Aguas
2875,Quesos
2876,Vino
2877,Aderezos
2878,Vino
2879,Aceites y Vinagres
2880,Aderezos
2881,Vino
2882,Vino
2883,Aceites y Vinagres
2884,Golosinas y Chocolates
2885,Vino
2886,Vino
2887,Golosinas y Chocolates
2888,Jugos
2889,Yogures
2890,Champagnes
2891,Panificados
2892,Aguas
2893,Aderezos
2894,Aderezos
2895,Quesos
2896,Quesos
2897,Vinos
2898,Yogures
2899,Aderezos
2900,Vino
2901,Vinos
2902,Panificados
2903,Aguas
2904,Cervezas
2905,Jugos
2906,Panificados
2907,Aceites y Vinagres
2908,Fiambres
2909,Golosinas y Chocolates
2910,Vino
2911,Aceites y Vinagres
2912,Vino
2913,Aguas
2914,Fiambres
2915,Vino
2916,Aguas
2917,Jugos
2918,Champagnes
2919,Jugos
2920,Jugos
2921,Vino
2922,Vino
2923,Golosinas y Chocolates
2924,Jugos
2925,Vino
2926,Golosinas y Chocolates
2927,Fiambres
2928,Aderezos
2929,Jugos
2930,Quesos
2931,Golosinas y Chocolates
2932,Vino
2933,Leches
2934,Quesos
2935,Yogures
2936,Yogures
2937,Vino
2938,Aguas
2939,Quesos
2940,Whiskies
2941,Vino
2942,Aderezos
2943,Cervezas
2944,Golosinas y Chocolates
2945,Golosinas y Chocolates
2946,Jugos
2947,Golosinas y Chocolates
2948,Salchichas
2949,Yogures
2950,Vino
2951,Leches
2952,Aguas
2953,Quesos
2954,Leches
2955,Champagnes
2956,Vino
2957,Panificados
2958,Aderezos
2959,Leches
2960,Golosinas y Chocolates
2961,Aguas
2962,Vino
2963,Vino
2964,Quesos
2965,Yogures
2966,Jugos
2967,Golosinas y Chocolates
2968,Leches
2969,Vino
2970,Yogures
2971,Vino
2972,Vino
2973,Vinos
2974,Champagnes
2975,Jugos
2976,Jugos
2977,Vino
2978,Cervezas
2979,Jugos
2980,Cervezas
2981,Aceites y Vinagres
2982,Vino
2983,Fiambres
2984,Aceites y Vinagres
2985,Aceites y Vinagres
2986,Leches
2987,Leches
2988,Champagnes
2989,Vino
2990,Golosinas y Chocolates
2991,Jugos
2992,Vino
2993,Yogures
2994,Jugos
2995,Vinos
2996,Panificados
2997,Cervezas
2998,Aderezos
2999,Vino
3000,Vino
3001,Quesos
3002,Vino
3003,Cervezas
3004,Vino
3005,Vino
3006,Vino
3007,Yogures
3008,Quesos
3009,Leches
3010,Vino
3011,Aderezos
3012,Quesos
3013,Vino
3014,Vino
3015,Golosinas y Chocolates
3016,Cervezas
3017,Jugos
3018,Aderezos
3019,Yogures
3020,Champagnes
3021,Cervezas
3022,Golosinas y Chocolates
3023,Yogures
3024,Vino
3025,Vino
3026,Golosinas y Chocolates
3027,Cervezas
3028,Quesos
3029,Vino
3030,Vino
3031,Aceites y Vinagres
3032,Yogures
3033,Golosinas y Chocolates
3034,Golosinas y Chocolates
3035,Golosinas y Chocolates
3036,Salchichas
3037,Quesos
3038,Panificados
3039,Vino
3040,Vino
3041,Cervezas
3042,Golosinas y Chocolates
3043,Vino
3044,Golosinas y Chocolates
3045,Jugos
3046,Golosinas y Chocolates
3047,Cervezas
3048,Champagnes
3049,Panificados
3050,Golosinas y Chocolates
3051,Vino
3052,Quesos
3053,Fiambres
3054,Vino
3055,Quesos
3056,Vino
3057,Jugos
3058,Aguas
3059,Quesos
3060,Aderezos
3061,Champagnes
3062,Champagnes
3063,Aceites y Vinagres
3064,Cervezas
3065,Vino
3066,Golosinas y Chocolates
3067,Golosinas y Chocolates
3068,Cervezas
3069,Golosinas y Chocolates
3070,Jugos
3071,Jugos
3072,Golosinas y Chocolates
3073,Champagnes
3074,Golosinas y Chocolates
3075,Vino
3076,Panificados
3077,Salchichas
3078,Quesos
3079,Panificados
3080,Aceites y Vinagres
3081,Cervezas
3082,Yogures
3083,Vino
3084,Vino
3085,Cervezas
3086,Panificados
3087,Vino
3088,Golosinas y Chocolates
3089,Quesos
3090,Golosinas y Chocolates
3091,Vino
3092,Vino
3093,Yogures
3094,Vino
